id,pleno_id,fecha,mandat_id,intervinient,entitat,entitat_id,tipus_entitat,idioma_original,ambit,zones,districtes,categorias,subcategorias,cap_major,cap_subtopics,resum_cas,resum_val
2023-10-24-004,2023-10-24,2023-10-24,2023-2027,Julio Antonio Moltó Belenguer,Associació de Veïns i Veïnes de Natzaret,asociacion-vecinos-nazaret-unido,av,castellano,multi_barri,Natzaret|La Punta|El Grau|Pinedo|Cabanyal-Canyamelar,Poblats Marítims|Poblats del Sud|Quatre Carreres,urbanisme|medi_ambient|economia,urbanisme:espai_public|urbanisme:patrimoni|medi_ambient:contaminacio|medi_ambient:zones_verdes|economia:comerc_ocupacio,7|10|14|15,1401|705|1002|1526,"El representante de la Asociación de Vecinos de Nazaret protesta por los daños causados por las ampliaciones portuarias históricas y futuras, exigiendo reparación ambiental, limpieza del río Turia y recuperación de espacios municipales.","El representant de l'Associació de Veïns de Natzaret protesta pels danys causats per les ampliacions portuàries històriques i futures, exigint reparació ambiental, neteja del riu Túria i recuperació d'espais municipals."
2023-10-24-003,2023-10-24,2023-10-24,2023-2027,María Orrit Ferrer,Associació de Veïns i Veïnes del Grau,associacio-veinats-grau,av,valenciano,barri,El Grau,Poblats Marítims,urbanisme|mobilitat|medi_ambient,urbanisme:espai_public|mobilitat:mobilitat_activa|mobilitat:transit|medi_ambient:contaminacio|medi_ambient:zones_verdes,7|10,1010|1002|705|709,"La Asociación de Vecinos del Grau se opone a la ampliación del puerto por sus consecuencias negativas en la calidad de vida del barrio, contaminación y pérdida de playas, abogando por un puerto más amable, activo y cercano a la ciudadanía.","L'Associació de Veïns del Grau s'oposa a l'ampliació del port per les seues conseqüències negatives en la qualitat de vida del barri, contaminació i pèrdua de platges, defensant un port més amable, actiu i proper a la ciutadania."
2023-10-24-002,2023-10-24,2023-10-24,2023-2027,David Adrià Ibor,Per l'Horta,per-horta,av,valenciano,ciutat,El Grau|Cabanyal-Canyamelar|La Malva-Rosa,Poblats Marítims,urbanisme|medi_ambient|drets_i_igualtat,urbanisme:usos_turistics|medi_ambient:emergencies_climatiques|medi_ambient:contaminacio|drets_i_igualtat:drets_humans,7|14|19,1403|705|711|1906,"David Adrià Ibor, en representación de Per l'Horta, rechaza la ampliación del puerto de Valencia argumentando que es incoherente en contexto de emergencia climática y escasez de recursos, además que viola la obligación constitucional de preservar un medio ambiente saludable.","David Adrià Ibor, en representació de Per l'Horta, rebutja l'ampliació del port de València argumentant que és incoherent en context d'emergència climàtica i escassetat de recursos, a més que viola l'obligació constitucional de preservar un medi ambient saludable."
2023-10-24-001,2023-10-24,2023-10-24,2023-2027,Violeta Mateu López,Associació de Veïns de Sant Antoni-la Saïdia,associacio-veins-sant-antoni-saidia,av,mixt,barri,Sant Antoni,La Saïdia,urbanisme|participacio|serveis_publics,urbanisme:espai_public|urbanisme:habitatge|participacio:participacio|serveis_publics:educacio|serveis_publics:serveis_socials|serveis_publics:esports,13|14|20,1403|1401|1305|2000,"La Asociación de Vecinos de Sant Antoni-Saïdia reclama dotaciones públicas para el barrio carente de infraestructuras y solicita que las naves de Guala 3, donde se pretendía construir un macrohotel, se destinen a servicios municipales.","L'Associació de Veïns de Sant Antoni-Saïdia reclama dotacions públiques per al barri, que no en té cap, i demana que les naus de Guala 3, on es pretenia construir un macrohotel, es destinen a serveis municipals."
2023-09-26-004,2023-09-26,2023-09-26,2023-2027,Olga Pradells Tornero,Associació de Veïns de la Roqueta,associacio-veinal-roqueta,av,valenciano,multi_barri,La Roqueta|El Botanic|La Seu|La Xerea|El Carme|El Pilar|El Mercat|Sant Francesc|Russafa,Ciutat Vella|Extramurs|L'Eixample,mobilitat|medi_ambient,mobilitat:aparcament|mobilitat:transit|medi_ambient:contaminacio,7|10,1002|1010|705,"La representante de la Asociación de Vecinos de la Roqueta se opone a la propuesta de reducción de horarios de la zona azul (ORA) del Grupo Municipal Vox, argumentando que generaría mayor tráfico, contaminación y deterioro de la calidad de vida en los barrios del centro, contradictorio con el modelo de ciudad verde y de movilidad sostenible que se pretende alcanzar.","La representant de l'Associació de Veïns de la Roqueta s'oposa a la proposta de reducció d'horaris de la zona blava (ORA) del Grup Municipal Vox, argumentant que generaria major trànsit, contaminació i deteriorament de la qualitat de vida en els barris del centre, contradictori amb el model de ciutat verda i de mobilitat sostenible que es pretén aconseguir."
2023-09-26-003,2023-09-26,2023-09-26,2023-2027,Aïda Gascón Bosch,Fundació Anima Naturalis,fundacio-anima-naturalis,ong,valenciano,multi_barri,Poble Nou,Poblats del Nord,medi_ambient|drets_i_igualtat|cultura,medi_ambient:benestar_animal|drets_i_igualtat:drets_humans|cultura:festes,19|23|44,4405|1926|2300,"Representante de la Fundación Anima Naturalis expone los riesgos y sufrimiento asociados a las fiestas taurinas tras una muerte en la Pobla de Farnals, pidiendo apoyo del PSPV para que Valencia abandone estas prácticas y demuestre ser una ciudad más civilizada y respetuosa con los animales.","Representant de la Fundació Anima Naturalis exposa els riscos i sofriment associats a les festes taurines després d'una mort a la Pobla de Farnals, demanant suport del PSPV perquè València abandone aquestes pràctiques i demostre ser una ciutat més civilitzada i respectuosa amb els animals."
2023-09-26-002,2023-09-26,2023-09-26,2023-2027,Miguel Sánchez Valdés,Associació de Veïns de la Roqueta,associacio-veinal-roqueta,av,castellano,multi_barri,La Roqueta|El Pla Del Remei|Russafa|El Botanic,Extramurs|L'Eixample,urbanisme|medi_ambient|mobilitat,urbanisme:espai_public|urbanisme:patrimoni|medi_ambient:zones_verdes|medi_ambient:contaminacio|mobilitat:mobilitat_activa|mobilitat:zbe,7|10|14,1401|709|705|1010|1002,"La Asociación de Vecinos de la Roqueta solicita impulsar cinco proyectos de transformación urbana para convertir el barrio en un espacio más verde, sostenible y habitable, alineados con la capitalidad verde europea, destacando la necesidad de reducir el uso de vehículos, mejorar la calidad del aire y recuperar espacio público.","L'Associació de Veïns de la Roqueta demana impulsar cinc projectes de transformació urbana per convertir el barri en un espai més verd, sostenible i habitable, alineats amb la capitalitat verda europea, destacant la necessitat de reduir l'ús de vehicles, millorar la qualitat de l'aire i recuperar espai públic."
2023-09-26-001,2023-09-26,2023-09-26,2023-2027,Mª José del Amor Macías,Asociación de Vecinos Abastos-Finca Roja,av-abastos-finca-roja,av,castellano,multi_barri,La Petxina|Arrancapins,Extramurs,mobilitat|medi_ambient|drets_i_igualtat,mobilitat:transit|mobilitat:mobilitat_activa|medi_ambient:contaminacio|medi_ambient:zones_verdes|medi_ambient:emergencies_climatiques|drets_i_igualtat:drets_humans,2|7|10,1002|705|709|711|201,"La representante de la Asociación de Vecinos Abastos-Finca Roja denuncia los problemas de contaminación, ruido y seguridad causados por el paso de 60.000 vehículos diarios por la avenida Pérez Galdós-Giorgeta, solicitando la reforma integral de la zona con un proyecto ganador (Arrels) que incluye solución al túnel y un depósito de aguas pluviales.","La representant de l'Associació de Veïns Abastos-Finca Roja denuncia els problemes de contaminació, soroll i seguretat causats pel pas de 60.000 vehicles diaris per l'avinguda Pérez Galdós-Giorgeta, sol·licitant la reforma integral de la zona amb un projecte guanyador (Arrels) que inclou solució al túnel i un dipòsit d'aigües pluvials."
2023-04-27-003,2023-04-27,2023-04-27,2019-2023,[***],Stop Accidents,stop-accidents,altres,castellano,ciutat,La Seu|Russafa|El Carme,Ciutat Vella|L'Eixample,serveis_publics|drets_i_igualtat|cultura,serveis_publics:seguretat|drets_i_igualtat:drets_humans|cultura:festes,12|23,1201|1200|2300,"La presidenta de Stop Accidentes solicita la institucionalización del Día Mundial en recuerdo de las Víctimas de la Violencia Vial (tercer domingo de noviembre) e instalación de un monumento conmemorativo en un lugar céntrico y emblemático de la ciudad, en honor a su hijo Pablo y todas las víctimas de siniestros viales.","La presidenta de Stop Accidentes sol·licita la institucionalització del Dia Mundial en record de les Víctimes de la Violència Vial (tercer diumenge de novembre) i instal·lació d'un monument commemoratiu en un lloc cèntric i emblemàtic de la ciutat, en homenatge al seu fill Pablo i totes les víctimes de sinistres vials."
2023-04-27-2-003,2023-04-27-2,2023-04-27,2019-2023,[***],Stop Accidents,stop-accidents,altres,castellano,ciutat,La Seu|Russafa|Exposicio,Ciutat Vella|El Pla del Real|L'Eixample,mobilitat|drets_i_igualtat|participacio,mobilitat:transit|drets_i_igualtat:drets_humans|participacio:participacio,10|19|20,1002|1906|2000,"Representante de Stop Accidents solicita la institucionalización del Día Mundial de las Víctimas de la Violencia Vial y la instalación de un monumento en su recuerdo en un lugar céntrico de Valencia, en honor a su hijo fallecido en un accidente de tráfico en 2001.","Representant de Stop Accidents sol·licita la institucionalització del Dia Mundial de les Víctimes de la Violència Vial i la instal·lació d'un monument en el seu record en un lloc cèntric de València, en honor al seu fill mort en un accident de tràfic l'any 2001."
2023-04-27-002,2023-04-27,2023-04-27,2019-2023,[***],CD Apolo i Asociación de Vecinos Afectados del Carril Bici del Tremolar,cd-apolo,esportiu,mixt,multi_barri,Pinedo|Castellar-L'Oliveral,Poblats del Sud,mobilitat|urbanisme|economia,mobilitat:mobilitat_activa|urbanisme:espai_public|economia:agricultura,4|10,1010|1002|400,"Representante del CD Apolo y vecinos del Tremolar expone preocupaciones sobre la seguridad de un carril bici proyectado en la zona, por incompatibilidad con el tráfico agrícola intenso (1.400 hectáreas de arrozal, 200 tractores diarios) y propone un trazo alternativo que evite el centro del barrio.","Representant del CD Apolo i veïns del Tremolar exposa preocupacions sobre la seguretat d'un carril bici projectat en la zona, per incompatibilitat amb el trànsit agrícola intens (1.400 hectàrees d'arròs, 200 tractors diaris) i proposa un traçat alternatiu que evite el centre del barri."
2023-04-27-2-002,2023-04-27-2,2023-04-27,2019-2023,[***],Club Deportivo Apolo / Asociación de Vecinos Afectados del Carril Bici del Tremolar,cd-apolo,esportiu,mixt,barri,El Palmar,Poblats del Sud,mobilitat|economia|serveis_publics,mobilitat:mobilitat_activa|economia:agricultura|serveis_publics:esports,4|10|15,1010|400|1526,"El presidente del Club Apolo y la Asociación de Vecinos Afectados del Carril Bici del Tremolar reclama modificaciones al proyecto del carril bici que atraviesa la barriada, argumentando que su diseño actual crea peligro para ciclistas debido al intenso tráfico agrícola y propone un trazado alternativo.","El president del Club Apolo i l'Associació de Veïns Afectats del Carril Bici del Tremolar reclama modificacions al projecte del carril bici que travessa la barriada, argumentant que el seu disseny actual crea perill per a ciclistes per l'intens tràfic agrícola i proposa un traçat alternatiu."
2023-04-27-001,2023-04-27,2023-04-27,2019-2023,[***],Plataforma Veïnal Penya-roja,plataforma-vecinal-penyaroja,plataforma,castellano,barri,Penya-Roja,Camins al Grau,urbanisme|participacio|serveis_publics,urbanisme:espai_public|urbanisme:habitatge|participacio:participacio|serveis_publics:salut,12|14|20,1403|1401|2000|1200,"La Plataforma Veïnal Penya-roja rechaza las acusaciones de ser marioneta política y defiende su lucha contra la recalificación urbanística que eliminaba suelo dotacional en su barrio, celebrando el acuerdo alcanzado y reclamando nuevas dotaciones públicas como centro de salud y cultural.","La Plataforma Veïnal Penya-roja rebutja les acusacions de ser marioneta política i defensa la seua lluita contra la recalificació urbanística que eliminava sòl dotacional al seu barri, celebrant l'acord assolit i reclamant noves dotacions públiques com centre de salut i centre cultural."
2023-04-27-2-001,2023-04-27-2,2023-04-27,2019-2023,[***],Plataforma Veïnal Penya-roja,plataforma-vecinal-penyaroja,plataforma,castellano,barri,Penya-Roja,Camins al Grau,urbanisme|participacio|serveis_publics,urbanisme:espai_public|urbanisme:habitatge|participacio:participacio|participacio:transparencia|serveis_publics:salut|serveis_publics:educacio,14|20,1403|1401|2000|2015,"La Plataforma Veïnal Penya-roja rechaza las acusaciones de ser marioneta de un partido político y defiende su actuación en un conflicto urbanístico que ganaron en los tribunales, solicitando ahora la anulación de una licencia de discoteca y otras mejoras para el barrio.","La Plataforma Veïnal Penya-roja rebutja les acusacions de ser titella d'un partit polític i defensa la seua actuació en un conflicte urbanístic que van guanyar als tribunals, demanant ara l'anulació d'una llicència de discoteca i altres millores per al barri."
2023-03-30-004,2023-03-30,2023-03-30,2019-2023,[***],SPPLB (Sindicat de Professorat de la Banda Municipal de València),spplb-sindical,sindical,valenciano,ciutat,,,cultura|drets_i_igualtat,cultura:patrimoni_cultural|cultura:associacionisme|drets_i_igualtat:drets_humans,13|20|23,2300|2004|1305,"El sindicato de profesorado de la Banda Municipal de València denuncia la grave crisis que atraviesa la institución desde el anuncio de su traspaso al Palau de la Música en 2021, con pérdida de puestos de trabajo, expedientes disciplinarios, suspensión de conciertos y falta de planificación, exigiendo el cese de la concejala de Cultura Gloria Tello y respeto para la banda.","El sindicat de professorat de la Banda Municipal de València denuncia la greu crisi que travessa la institució des de l'anunci del seu traspàs al Palau de la Música el 2021, amb pèrdua de places de treball, expedients disciplinaris, suspensió de concerts i falta de planificació, exigint la dimissió de la regidora de Cultura Gloria Tello i respecte per a la banda."
2023-03-30-003,2023-03-30,2023-03-30,2019-2023,[***],Associació de Veïns Grau-Port,associacio-veinal-grau-port,av,valenciano,multi_barri,El Grau|Cabanyal-Canyamelar,Poblats Marítims,urbanisme|participacio|economia,urbanisme:espai_public|urbanisme:patrimoni|urbanisme:usos_turistics|participacio:participacio|participacio:processos_participatius|economia:comerc_ocupacio,14|15|20,1401|1403|1526|2000,"La Associació de Veïns Grau-Port subscriu la moció sobre la Marina per a la ciutat i reivindica una gestió pública de la Marina de València amb participació ciutadana, limitant concessions privades i prioritzant usos públics, culturals i cívics sobre activitats turístiques massives que generen gentrificació.","L'Associació de Veïns Grau-Port subscriu la moció sobre la Marina per a la ciutat i reclama una gestió pública de la Marina de València amb participació ciutadana, limitant les concessions privades i prioritzant els usos públics, culturals i cívics enfront de les activitats turístiques massives que generen gentrificació."
2023-03-30-002,2023-03-30,2023-03-30,2019-2023,[***],"Associació de Veïns Grau-Port, Associació de Veïns de la Punta, la Unificadora, les Casetes de la Punta i la Plataforma el Litoral per al Poble",associacio-veinal-grau-port,av,valenciano,multi_barri,La Punta|Natzaret|Pinedo,Poblats Marítims|Poblats del Sud|Quatre Carreres,urbanisme|mobilitat|participacio,urbanisme:espai_public|mobilitat:transit|participacio:participacio|participacio:transparencia,10|14|20,1002|1401|2000|2015,"Representante de asociaciones de vecinos de la Punta y la Plataforma Litoral por el Pueblo denuncia la falta de planificación de accesos a la futura Ciudad Deportiva del Levante UE y solicita que estos pasen por el recinto portuario y no por los barrios del Marítim, demandando transparencia e información pública en el proceso participativo.","Representant d'associacions de veïns de la Punta i la Plataforma Litoral per al Poble denuncia la falta de planificació dels accessos a la futura Ciutat Esportiva del Llevant UE i sol·licita que aquests passin pel recinte portuari i no pels barris del Marítim, demanant transparència i informació pública en el procés participatiu."
2023-03-30-001,2023-03-30,2023-03-30,2019-2023,[***],"Dones Progressistes CV, Moviment Feminista de València, Front Abolicionista del País Valencià, Women's Declaration Internacional",dones-progressistes-moviment-feminista-abolicionista,plataforma,valenciano,ciutat,,,drets_i_igualtat|serveis_publics,drets_i_igualtat:igualtat_de_genere|drets_i_igualtat:drets_humans|serveis_publics:seguretat,2|12|14|19,202|1200|1401|1906,"Representantes del movimiento feminista de Valencia critican duramente el Plan Divérsitas por considerar que vulnera derechos de las mujeres al basarse en conceptos de identidad de género que consideran contradictorios, especialmente preocupadas por propuestas de espacios no segregados por sexo que podría afectar la seguridad de las mujeres.","Representants del moviment feminista de València critiquen durament el Pla Divérsitas per considerar que vulnera drets de les dones al basar-se en conceptes d'identitat de gènere que consideren contradictoris, especialment preocupades per propostes d'espais no segregats per sexe que podria afectar la seguretat de les dones."
2023-02-23-001,2023-02-23,2023-02-23,2019-2023,[***],SOS Racisme PV / Federación Unión Africana España,sos-racisme-unio-africana,ong,mixt,barri,Benimaclet,Benimaclet,drets_i_igualtat|serveis_publics|urbanisme,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|serveis_publics:serveis_socials|urbanisme:habitatge,9|13|14|19,1406|1300|900|1906,"Representante de la Federación Unión Africana España reclama la declaración de emergencia habitacional del asentamiento de la antigua fábrica El Prado en avenida de Cataluña, donde han muerto cuatro personas y hay otra enferma, exigiendo responsabilidad individual de los concejales.","Representant de la Federació Unió Africana Espanya reclama la declaració d'emergència habitacional de l'assentament de l'antiga fàbrica El Prado en avinguda de Catalunya, on han mort quatre persones i n'hi ha una altra enferma, exigint responsabilitat individual dels regidors."
2023-01-26-004,2023-01-26,2023-01-26,2019-2023,[***],Associació Cultural Candombé / Movimiento ¡Regularización Ya! / Plataforma Esenciales,asociacion-intercultural-candombe,ong,mixt,ciutat,,,drets_i_igualtat|participacio,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|participacio:participacio|participacio:processos_participatius,9|19|20,900|1906|2000,"Representante de la plataforma Esenciales y movimiento Regularización Ya presenta una iniciativa legislativa popular con más de 700.000 firmas recogidas en la calle para exigir la regularización extraordinaria de más de medio millón de personas migrantes en situación administrativa irregular, solicitando el apoyo del Ayuntamiento de Valencia para fortalecer la demanda ante el Congreso de los Diputados.","Representant de la plataforma Esencials i moviment Regularització Ja! presenta una iniciativa legislativa popular amb més de 700.000 signatures recollides al carrer per exigir la regularització extraordinària de més de mig milió de persones migrants en situació administrativa irregular, sol·licitant el suport de l'Ajuntament de València per reforçar la demanda davant del Congrés dels Diputats."
2023-01-26-003,2023-01-26,2023-01-26,2019-2023,[***],Grup d'Acció Valencianista (GAV),grup-accio-valencianista,altres,valenciano,ciutat,El Mercat,Ciutat Vella,cultura|drets_i_igualtat|urbanisme,cultura:patrimoni_cultural|drets_i_igualtat:drets_humans|urbanisme:espai_public,14|19|23,2300|1401|1906,"El representante del GAV defiende la permanencia de la estatua de Francesc de Vinatea en la plaza del Ayuntamiento como símbolo de la unidad y valentia del pueblo valenciano, destacando su importancia histórica en la defensa de los Fueros.","El representant del GAV defensa la permanència de l'estàtua de Francesc de Vinatea en la plaça de l'Ajuntament com a símbol de la unitat i valentia del poble valencià, destacant la seua importància històrica en la defensa dels Furs."
2023-01-26-002,2023-01-26,2023-01-26,2019-2023,[***],Insigne Capítul de l'Almoina de Sant Jordi de Cavallers del Centenar de la Ploma / Plataforma Salvem Vinatea,insigne-capitul-almoina-sant-jordi,cultural,valenciano,ciutat,El Mercat,Ciutat Vella,cultura|drets_i_igualtat|participacio,cultura:patrimoni_cultural|drets_i_igualtat:drets_humans|participacio:participacio,19|20|23,2300|1906|2000,Representante de la plataforma Salvem Vinatea defiende la preservación de la estatua de Vinatea en la plaza del Ayuntamiento como símbolo de la memoria histórica y la identidad valenciana.,Representant de la plataforma Salvem Vinatea defensa la pervivència de l'estàtua de Vinatea en la plaça de l'Ajuntament com a símbol de la memòria històrica i la identitat valenciana.
2023-01-26-001,2023-01-26,2023-01-26,2019-2023,[***],Plataforma Veïnal Barri Penya-roja,plataforma-vecinal-penyaroja,plataforma,mixt,barri,Penya-Roja,Camins al Grau,urbanisme|serveis_publics|participacio,urbanisme:espai_public|serveis_publics:educacio|serveis_publics:salut|participacio:participacio|participacio:transparencia,3|6|14|20,1403|1401|2000|600|300,"Representante de la Plataforma Veïnal de Penya-roja denuncia que el Tribunal Superior de Justicia ha anulado parcialmente la recalificación urbanística del barrio por segunda vez, exigiendo al gobierno municipal que retire el recurso de reposición, reconozca la sentencia y realice inversiones compensatorias en infraestructuras y servicios básicos para el barrio.","Un representant de la Plataforma Veïnal de Penya-roja denuncia que el Tribunal Superior de Justícia ha anul·lat parcialment la recalificació urbanística del barri per segona vegada, exigint al govern municipal que retire el recurs de reposició, reconega la sentència i realitze inversions compensatòries en infraestructures i serveis bàsics per al barri."
2022-12-22-002,2022-12-22,2022-12-22,2019-2023,[***],Asociación de Vecinos del barrio de San Antonio,asociacion-vecinos-san-antonio-zaidia,av,castellano,barri,Sant Antoni,La Saïdia,urbanisme|economia,urbanisme:patrimoni|urbanisme:usos_turistics|economia:comerc_ocupacio,14|23,1403|2300,Vecinos del barrio denuncian operaciones inmobiliarias especulativas en la calle de Guatla y solicitan la protección de naves históricas y la modificación de calificaciones urbanísticas a dotacionales para evitar una urbanización que beneficiaría principalmente a promotoras.,Veïns del barri denuncien operacions immobiliàries especulatives en el carrer de Guatla i sol·liciten la protecció de naus històriques i la modificació de qualificacions urbanístiques a dotacionals per evitar una urbanització que beneficiaria principalment a promotores.
2022-12-22-1-002,2022-12-22-1,2022-12-22,2019-2023,[***],Veïnats del barri (sense especificar nom d'associació),veinats-barrio,av,castellano,barri,La Petxina,Extramurs,urbanisme|economia,urbanisme:patrimoni|urbanisme:usos_turistics|economia:comerc_ocupacio,14|23,1403|2300,Vecinos del barrio de Guatla protestan por demolición de naves históricas y reclaman cambios urbanísticos para proteger patrimonio BRL amenazado por operación inmobiliaria especulativa.,Veïnats del barri de Guatla protesten per la demolició de naus històriques i reclamen canvis urbanístics per a protegir patrimoni BRL amenaçat per operació immobiliària especulativa.
2022-12-22-001,2022-12-22,2022-12-22,2019-2023,[***],Asociación de Vecinos del barrio de San Antonio,asociacion-vecinos-san-antonio-zaidia,av,castellano,barri,Sant Antoni,La Saïdia,urbanisme|serveis_publics|cultura,urbanisme:espai_public|urbanisme:patrimoni|serveis_publics:educacio|serveis_publics:serveis_socials|serveis_publics:esports|cultura:patrimoni_cultural,13|14|23,1403|1401|2300|1304,"La Asociación de Vecinos del barrio de San Antonio solicita la paralización de la demolición de un complejo industrial en calle Guatla para preservar su patrimonio industrial y convertirlo en dotaciones públicas, argumentando las carencias de servicios en el barrio.","L'Associació de Veïns del barri de Sant Antoni sol·licita la paralització de la demolició d'un complex industrial al carrer Guatla per preservar el seu patrimoni industrial i convertir-lo en dotacions públiques, argumentant les carències de serveis en el barri."
2022-12-22-1-001,2022-12-22-1,2022-12-22,2019-2023,[***],Asociación de Vecinos del barrio de San Antonio,asociacion-vecinos-san-antonio-zaidia,av,castellano,barri,Sant Antoni,La Saïdia,urbanisme|serveis_publics|participacio,urbanisme:espai_public|urbanisme:patrimoni|serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials|participacio:participacio,14|20,1403|1401|2000,La Asociación de Vecinos del barrio de San Antonio solicita la paralización de la demolición de un complejo industrial en la calle Guatla para preservar su patrimonio industrial y convertirlo en dotaciones públicas de las que carece el barrio.,L'Associació de Veïns del barri de Sant Antoni sol·licita la paralització de la demolició d'un complex industrial al carrer Guatla per preservar el seu patrimoni industrial i convertir-lo en dotacions públiques de les que manca el barri.
2022-11-17-001,2022-11-17,2022-11-17,2019-2023,[***],Associació Gent de Benimaclet,gent-de-benimaclet,av,castellano,barri,Benimaclet,Benimaclet,urbanisme|serveis_publics|medi_ambient,urbanisme:espai_public|serveis_publics:seguretat|medi_ambient:zones_verdes,7|12|14,1403|1201|709,"Vecino de Benimaclet solicita urgentemente la ejecución del PAI (Programa de Actuación Integrada) por problemas graves de insalubridad, inseguridad y ocupaciones ilegales en la zona, que afectan la calidad de vida de los residentes.","Veí de Benimaclet sol·licita urgentment l'execució del PAI (Programa d'Actuació Integrada) per problemes greus d'insalubritat, inseguretat i ocupacions il·legals en la zona, que afecten la qualitat de vida dels residents."
2022-10-31-003,2022-10-31,2022-10-31,2019-2023,"[***], [***]",Associació de Veïns Plataforma Intercultural d'Espanya,asociacion-plataforma-intercultural-espana,plataforma,castellano,ciutat,,,drets_i_igualtat|participacio,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|participacio:participacio,2|9|19,1906|900|201,"La Plataforma Intercultural solicita el rechazo de discursos de odio hacia la población migrante, enfatizando que los migrantes contribuyen al crecimiento social, cultural y económico de la ciudad, y no deben ser criminalizados.","La Plataforma Intercultural sol·licita el rebuig de discursos d'odi cap a la població migrant, destacant que els migrants contribueixen al creixement social, cultural i econòmic de la ciutat, i no han de ser criminalitzats."
2022-10-31-002,2022-10-31,2022-10-31,2019-2023,[***],Associació Mi Tierra CV / Hablamos Español,mi-tierra-cv,av,castellano,ciutat,,,drets_i_igualtat|participacio|serveis_publics,drets_i_igualtat:drets_linguistics|participacio:participacio|serveis_publics:educacio,2|6|14|20,207|602|1401|2000,"Representante de Hablamos Español solicita que el Ayuntamiento de Valencia garantice los trámites municipales en español y respete la cooficialidad lingüística en cartelería, redes sociales y documentación, argumentando que es acorde con la Constitución española y las democracias europeas con lenguas cooficiales.","Representant de Hablamos Español sol·licita que l'Ajuntament de València garantisca els trámits municipals en espanyol i respecte la cooficialitat lingüística en carteleria, xarxes socials i documentació, argumentant que és d'acord amb la Constitució espanyola i les democràcies europees amb llengües cooficials."
2022-10-31-001,2022-10-31,2022-10-31,2019-2023,[***],Asociación de Veíns Plaça de Múrcia / Asociación Vecinal Fuensanta,asociacion-vecinos-fuensanta,av,castellano,barri,Fuensanta,La Saïdia,participacio|medi_ambient|serveis_publics,participacio:participacio|participacio:processos_participatius|participacio:transparencia|medi_ambient:benestar_animal|serveis_publics:seguretat,13|14|20,2000|1305|1401|2015,"El presidente de la Asociación Vecinal Fuensanta expone la frustración por la ineficacia del sistema municipal para resolver problemas del barrio, destacando la plaga de ratas y la necesidad de implicación política directa.","El president de l'Associació Vecinal Fuensanta exposa la frustració per la ineficàcia del sistema municipal per a resoldre problemes del barri, destacant la plaga de rates i la necessitat d'implicació política directa."
2022-10-21-009,2022-10-21,2022-10-21,2019-2023,[***],Associació PSIMA,psima,altres,castellano,ciutat,,,serveis_publics|drets_i_igualtat|persones,serveis_publics:serveis_socials|drets_i_igualtat:drets_humans|persones:joventut,13|19|20,1300|1304|2004|1906,"La psicóloga representa al equipo de Intervención Familiar del Ayuntamiento, solicitando la subrogación de nueve trabajadores al personal municipal tras la remunicipalización del servicio, argumentando que es cuestión de justicia social y laboral para garantizar la continuidad en la atención de menores vulnerables.","La psicòloga representa l'equip d'Intervenció Familiar de l'Ajuntament, sol·licitant la subrogació de nou treballadors al personal municipal després de la remunicipalització del servei, argumentant que es tracta de justícia social i laboral per garantir la continuïtat en l'atenció de menors vulnerables."
2022-10-21-008,2022-10-21,2022-10-21,2019-2023,[***],Associació de Veïns I Veïnes de Natzaret,asociacion-vecinos-nazaret-unido,av,mixt,multi_barri,El Grau|Cabanyal-Canyamelar|Natzaret|La Punta,Poblats Marítims|Quatre Carreres,urbanisme|mobilitat|medi_ambient|serveis_publics|economia|drets_i_igualtat,urbanisme:espai_public|urbanisme:patrimoni|mobilitat:transit|mobilitat:transport_public|medi_ambient:emergencies_climatiques|medi_ambient:zones_verdes|serveis_publics:educacio|serveis_publics:seguretat|economia:comerc_ocupacio|drets_i_igualtat:drets_humans,6|7|10|12|13|14|19,1002|1001|711|1401|1403|600|1201|1302|1906,"La Asociación de Vecinos de Nazaret reclama el soterramiento del tren, la ampliación del Turia, mejoras de infraestructuras urbanas y educativas, y denuncia los riesgos de inundación por cambio climático y la falta de control municipal sobre las obras portuarias.","L'Associació de Veïns de Natzaret reivindica el soterrament del tren, l'ampliació del Jardí del Túria, millores d'infraestructures urbanes i educatives, i denúncia els riscos d'inundació per canvi climàtic i la falta de control municipal sobre les obres portuàries."
